,loan_word,original_word,loan_word_ipas,original_word_ipas,Fast Levenshtein,Dolgo Prime Distance,Feature Edit Distance,Hamming Feature Distance,Weighted Feature Distance,Fast Levenshtein Distance Div Maxlen,label
270,क़त्ल,قتل,"['/kət̪l/', '[kət̪l̪]', '/qət̪l/', '[qət̪l̪]']","['/qa.ta.la/', '/qat.ta.la/', '/qatl/', '/qitl/', '/ʔa.tal/', '[ˈʔa.tal]', '/ɡa.tal/', '[ˈɡa.tal]']",2,0,0.16666666666666666,0.16666666666666666,1.5,0.2222222222222222,1
271,बुत,,['/bʊt̪/'],,8,2,0.5625,0.5833333333333334,8.875,1.0,0
272,ख़ुदा हाफ़िज़,خدا حافظ,"['/kʰʊ.d̪ɑː‿ɦɑː.pʰɪd͡ʒ/', '[kʰʊ.d̪äː‿ɦäː.pʰɪd͡ʒ]', '/xʊ.d̪ɑː‿ɦɑː.fɪz/', '[xʊ.d̪äː‿ɦäː.fɪz]']","['/xudɑːhɑːfiz/', '/xʊdɒːhɒːfɪz/', '/xodɒːhɒːfez/', '/xudɔːhɔːfiz/']",7,0,0.20833333333333331,0.20833333333333331,1.5,0.3684210526315789,1
273,जुदाई,جدایی,"['/d͡ʒʊ.d̪ɑː.iː/', '[d͡ʒʊ.d̪äː.iː]']","['/d͡ʒudɑːjiː/', '/d͡ʒʊdɒːjiː/', '/d͡ʒodɒːjiː/', '/d͡ʒudɔːjiː/']",4,1,1.0,1.125,8.25,0.25,1
274,शराब,,['[ʃəˈɾa(ː)b]'],,12,4,2.166666666666667,2.4583333333333335,20.625,0.9230769230769231,0
275,ख़लक़,خلق,"['/kʰəlk/', '[kʰəl̪k]', '/xəlq/', '[xəl̪q]']","['/xa.la.qa/', '/xal.la.qa/', '/xalq/', '/xəlq/']",0,0,0.0,0.0,0.0,0.0,1
276,इस्लाम,کم,"['/ɪs.lɑːm/', '[ɪs̪.l̪ä̃ːm]', '/is.lam/', '[isläm]', '[islam]', '/is̪ˈl̪ɑː.mɐ/']","['/kam/', '/kam/', '/kæm/', '/kam/', '/kəmːᵊ/']",4,3,2.0416666666666665,2.25,17.625,0.4,0
277,ओ,او,"['/oː/', '/oː/', '/o/', '[o]']","['/ov/', '/waːwuk/', '/oː/', '/aw/', '/oː/', '/oː/', '/uː/', '/ɵː/']",0,0,0.0,0.0,0.0,0.0,1
278,हुकूमत,حکومت,['/ɦʊ.kuː.mət̪/'],"['/hukuːmat/', '/hʊkuːmat/', '/hokuːmæt/', '/hukumat/', '/ɦʊ.kuː.mət̪/']",0,0,0.0,0.0,0.0,0.0,1
279,इंसान,سرکار,"['/ɪn.sɑːn/', '[ɪ̃n̪.s̪ä̃ːn̪]']","['/saɾkɑːɾ/', '/saɾkɒːɾ/', '/sæɾkɒːɾ/', '/saɾkɔːɾ/', '/səɾ.kɑːɾ/']",5,4,1.5625000000000002,1.8333333333333333,16.375,0.4166666666666667,0
280,जल्द,جلد,"['/d͡ʒəld̪/', '[d͡ʒəl̪d̪]']","['/d͡ʒild/', '[ɡeld]']",2,0,0.16666666666666666,0.16666666666666666,1.5,0.18181818181818182,1
281,शामिल,,"['/ʃɑː.mɪl/', '[ʃäː.mɪl̪]']",,11,3,2.145833333333333,2.375,18.875,1.0,0
282,नुमाइश,تلخی,"['/nʊ.mɑː.ɪʃ/', '[n̪ʊ.mäː.ɪʃ]']",['/t̪əl.xiː/'],9,4,1.7708333333333333,1.9166666666666665,23.0,0.6923076923076923,0
283,बस्ता,,"['/bəs.t̪ɑː/', '[bəs̪.t̪äː]']",,12,3,2.270833333333333,2.5,22.375,1.0,0
284,आशना,درج,"['/ɑːʃ.nɑː/', '[äːʃ.n̪äː]']","['/ˈdarad͡ʒ/', '/ˈdurd͡ʒ/']",7,3,1.3125,1.5833333333333335,24.5,0.6363636363636364,0
285,शमशेर,,"['/ʃəm.ʃeːɾ/', '[ʃə̃m.ʃeːɾ]']",,12,5,3.0833333333333335,3.4583333333333335,26.375,1.0,0
286,दाग़,کمر,"['/d̪ɑːɡ/', '[d̪äːɡ]', '/d̪ɑːɣ/', '[d̪äːɣ]']",['[kʲæmæɾ]'],6,4,2.166666666666667,2.4583333333333335,20.5,0.6,0
287,बख़्शिश,بخشش,"['/bəkʰ.ʃɪʃ/', '/bəx.ʃɪʃ/']","['/baxʃiʃ/', '/baxʃɪʃ/', '/bæxʃeʃ/', '/baxʃiʃ/']",2,0,0.125,0.125,1.25,0.18181818181818182,1
288,माह,ماه,"['/mɑːɦ/', '[mäːɦ]']","['/maː.ha/', '/mɑːh/', '/mɒːh/', '/mɒːh/', '/mɔːh/']",1,0,0.041666666666666664,0.041666666666666664,0.25,0.125,1
289,मलिका,,"['/mə.lɪ.kɑː/', '[mə.l̪ɪ.käː]']",,13,4,3.0208333333333335,3.375,26.125,1.0,0
290,होशियार,,"['/ɦoː.ʃɪ.jɑːɾ/', '[ɦoː.ʃi.jäːɾ]']",,15,5,3.9583333333333335,4.458333333333333,34.125,1.0,0
291,सौगंद,سوگند,"['/sɔː.ɡənd̪/', '[s̪ɔː.ɡə̃n̪d̪]']","['/sawɡand/', '/sawɡand/', '/sowɡænd/', '/savɡand/']",5,1,1.1458333333333335,1.25,9.5,0.38461538461538464,1
292,नाफ़,ناف,"['/nɑːpʰ/', '[n̪äːpʰ]', '/nɑːf/', '[n̪äːf]']","['/nɑːf/', '/nɒːf/', '/nɒːf/', '/nɔːf/']",0,0,0.0,0.0,0.0,0.0,1
293,जाँबाज़,جانباز,"['/d͡ʒɑːm.bɑːd͡ʒ/', '[d͡ʒä̃ːm.bäːd͡ʒ]', '/d͡ʒɑːm.bɑːz/', '[d͡ʒä̃ːm.bäːz]']","['/d͡ʒɑːmbɑːz/', '/d͡ʒɒːmbɒːz/', '/d͡ʒɒːmbɒːz/', '/d͡ʒɔːmbɔːz/']",1,0,0.0,0.0,0.0,0.06666666666666667,1
294,निशान,تلخ,"['/nɪ.ʃɑːn/', '[n̪ɪ.ʃä̃ːn̪]']","['/tælx/', '/t̪əl̪x/', '/t̪əl̪əx/']",7,3,0.8541666666666667,0.875,14.125,0.6363636363636364,0
295,ताजपोशी,تاج,"['/t̪ɑːd͡ʒ.poː.ʃiː/', '[t̪äːd͡ʒ.poː.ʃiː]']","['/taːd͡ʒ/', '/tɑːd͡ʒ/', '/tɒːd͡ʒ/', '/tɒːd͡ʒ/', '/tɔːd͡ʒ/']",9,4,3.6458333333333335,4.041666666666667,29.25,0.47368421052631576,1
296,अंगूरी,غلط,"['/əŋ.ɡuː.ɾiː/', '[ə̃ŋ.ɡuː.ɾiː]']","['/ɣa.li.tˤa/', '/ɣa.latˤ/', '/ɣa.latˤ/', '/ɣa.laˈt̪/', '/ɣalat/', '/ɣalat/', '/ɢælæt/', '/ɣalat/', '/ɣi.litˤ/', '[ˈɣi.lɪtˤ]']",8,3,1.3541666666666665,1.5416666666666667,26.75,0.5714285714285714,0
297,अंजाम,انجام,"['/ən.d͡ʒɑːm/', '[ə̃n̪.d͡ʒä̃ːm]']","['/and͡ʒɑːm/', '/and͡ʒɒːm/', '/ænd͡ʒɒːm/', '/and͡ʒɔːm/', '/əɲ.d͡ʒɑːm/', '/ən.d͡ʒɑːm/']",0,0,0.0,0.0,0.0,0.0,1
298,हम-,,"['/ɦəm/', '[ɦə̃m]']",,7,2,0.4166666666666667,0.45833333333333337,5.0,1.0,0
299,सिरका,سرکه,"['/sɪɾ.kɑː/', '[s̪ɪɾ.käː]']","['/siɾka/', '/sɪɾka/', '/seɾke/', '/siɾka/']",3,0,0.041666666666666664,0.041666666666666664,0.25,0.2727272727272727,1
300,तेहरान,اذان,"['/t̪eːɦ.ɾɑːn/', '[t̪eːɦ.ɾä̃ːn̪]']","['/aðɑːn/', '/azɒːn/', '/æzɒːn/', '/azɔːn/']",7,3,1.9791666666666665,2.25,18.625,0.5,0
301,गिलास,glass,"['/ɡɪ.lɑːs/', '[ɡɪ.l̪äːs̪]']","['/ɡlɑːs/', '/ɡlæs/', '/ɡlas/']",2,1,0.8958333333333334,1.0,7.25,0.18181818181818182,1
302,मुहिम,,"['/mʊ.ɦɪm/', '[mʊ.ɦɪ̃m]']",,10,4,2.125,2.375,18.0,1.0,0
303,मर्दानगी,,"['/məɾ.d̪ɑːn.ɡiː/', '[məɾ.d̪ä̃ːn̪.ɡiː]']",,16,5,4.583333333333333,5.166666666666666,37.625,0.9411764705882353,0
304,सैलाब,,"['/sɛː.lɑːb/', '[s̪ɛː.l̪äːb]']",,12,3,2.166666666666667,2.375,20.375,1.0,0
305,क़सीदा,बालिश,"['/kə.siː.d̪ɑː/', '[kə.s̪iː.d̪äː]', '/qə.siː.d̪ɑː/', '[qə.s̪iː.d̪äː]']","['/bɑː.lɪʃ/', '[bäː.l̪ɪʃ]', '/bɑː.li.ɕɐ/', '/ˈbɑː.l̪i.ɕɐ/']",9,2,0.7708333333333334,0.7916666666666667,10.25,0.5625,0
306,सवार,سوار,"['/sə.ʋɑːɾ/', '[s̪ə.ʋäːɾ]']","['/si.waːr/', '[sæˈvɒːɾ]']",4,0,0.35416666666666663,0.4583333333333333,4.0,0.36363636363636365,1
307,तहसील,زیادتی,"['/t̪əɦ.siːl/', '[t̪ɛɦ.s̪iːl̪]']","['/zjɑːd̪.t̪iː/', '/zɪ.jɑːd̪.t̪iː/']",9,3,1.3125,1.5416666666666667,22.875,0.6,0
308,मग़ज़,,"['/mə.ɡəd͡ʒ/', '/mə.ɣəz/']",,10,4,2.1458333333333335,2.375,20.375,1.0,0
309,ख़ुश,خوش,"['/kʰʊʃ/', '/xʊʃ/']","['/χoːʃ/', '/xʷaʃ/', '/xʊʃ/', '/xoʃ/', '/xuʃ/', '/xʊʃ/', '/xwʊʃ/', '/xoʃ/', '/xɔʃ/']",0,0,0.0,0.0,0.0,0.0,1
310,अगरचे,اگرچه,['/ə.ɡəɾ.t͡ʃeː/'],['/æɡæɾtʃe/'],6,2,1.2916666666666665,1.375,11.5,0.4,1
311,गिरफ़्त,گرفت,"['/ɡɪ.ɾəpʰt̪/', '/ɡɪ.ɾəft̪/']","['/ɡiɾift/', '/ɡɪɾɪft/', '/ɡeɾeft/', '/ɡiɾift/']",3,0,0.125,0.125,1.25,0.25,1
312,शिकम,شکم,"['/ʃɪ.kəm/', '[ʃɪ.kə̃m]']","['[ʃeˈkʲæm]', '/ʃikam/', '/ʃɪkam/', '/ʃekæm/', '/ʃikam/']",2,0,0.125,0.125,1.25,0.2,1
313,लिसान,,"['/lɪ.sɑːn/', '[l̪ɪ.s̪ä̃ːn̪]']",,10,2,2.020833333333333,2.2083333333333335,17.0,0.9090909090909091,0
314,तर,تاشکند,"['/t̪əɾ/', '[t̪ʌɾʌ]', '[t̪ʌr]']",['[t̪ʰɒːʃˈkʲænd̪]'],11,4,3.2291666666666665,3.583333333333333,28.5,0.6470588235294118,0
315,महारत,,"['/mə.ɦɑː.ɾət̪/', '[mə.ɦäː.ɾət̪]']",,15,5,3.791666666666667,4.291666666666667,32.625,1.0,0
316,ख़ुदा,خدا,"['/kʰʊ.d̪ɑː/', '[kʰʊ.d̪äː]', '/xʊ.d̪ɑː/', '[xʊ.d̪äː]']","['/xudɑː/', '/xʊdɒː/', '/xodɒː/', '/xudɔː/', '/xʊ.d̪ɑː/']",0,0,0.0,0.0,0.0,0.0,1
317,साज़,,"['/sɑːd͡ʒ/', '[s̪äːd͡ʒ]', '/sɑːz/', '[s̪äːz]']",,8,2,0.33333333333333337,0.33333333333333337,7.5,1.0,0
318,सितारा,ستاره,"['/sɪ.t̪ɑː.ɾɑː/', '[s̪ɪ.t̪äː.ɾäː]']","['/sitɑːɾa/', '/sɪtɒːɾa/', '/setɒːɾe/', '/sitɔːɾa/', '[set̪ʰɒːˈɾe]']",6,0,0.1875,0.20833333333333331,1.75,0.4,1
319,दूरबीन,جدید,"['/d̪uːɾ.biːn/', '[d̪uːɾ.bĩːn̪]']","['/d͡ʒadiːd/', '/d͡ʒadiːd/', '/d͡ʒædiːd/', '/d͡ʒadid/', '/d͡ʒə.d̪iːd̪/']",7,4,1.3541666666666667,1.5416666666666665,14.375,0.5,0
320,अफ़्ग़ानिस्तान,افغانستان,"['/əpʰ.ɡɑː.nɪs.t̪ɑːn/', '[əpʰ.ɡäː.n̪ɪs̪.t̪ä̃ːn̪]', '/əf.ɣɑː.nɪs.t̪ɑːn/', '[əf.ɣäː.n̪ɪs̪.t̪ä̃ːn̪]']","['/afˈɣɑnˈɪsˈtɑn/', '/apˈɣɑnˈɪsˈtɑn/', '/afɣɑːnistɑːn/', '/afɣɒːnɪstɒːn/', '/æfɢɒːnestɒːn/', '/afɣɔːnistɔːn/', '/əf.ɣɑː.nɪs.t̪ɑːn/']",0,0,0.0,0.0,0.0,0.0,1
321,ज़ेहन,ذهن,"['/d͡ʒə.ɦən/', '[d͡ʒɛ.ɦɛ̃n̪]', '/zə.ɦən/', '[zɛ.ɦɛ̃n̪]']","['/ðihn/', '/ðihn/', '/zɪhn/', '/zehn/', '/zehn/']",4,1,1.0208333333333335,1.125,8.0,0.4,1
322,ख़ान,خان,"['/kʰɑːn/', '[kʰä̃ːn̪]', '/xɑːn/', '[xä̃ːn̪]']","['/xɑːn/', '/xɒːn/', '/xɒːn/', '/xɔːn/']",0,0,0.0,0.0,0.0,0.0,1
323,इंसान,انسان,"['/ɪn.sɑːn/', '[ɪ̃n̪.s̪ä̃ːn̪]']","['/insɑːn/', '/ɪnsɒːn/', '/ensɒːn/', '/insɔːn/', '/ɪn.sɑːn/']",0,0,0.0,0.0,0.0,0.0,1
324,मसका,مسکه,"['/məs.kɑː/', '[məs̪.käː]']","['/maska/', '/maska/', '/mæske/', '/maska/']",4,0,0.16666666666666666,0.16666666666666666,1.5,0.36363636363636365,1
325,ज़ाहिर,دختر,"['/d͡ʒɑː.ɦɪɾ/', '[d͡ʒäː.ɦɪɾ]', '/zɑː.ɦɪɾ/', '[zäː.ɦɪɾ]']","['/duxtaɾ/', '/dʊxtaɾ/', '/doxtæɾ/', '/duxtaɾ/', '/doxˈtʰeɾ/', '/doxˈdeɾ/']",6,2,1.3333333333333333,1.4166666666666665,13.75,0.5384615384615384,0
326,चरख़ा,پرنده,"['/t͡ʃəɾ.kʰɑː/', '[t͡ʃəɾ.kʰäː]', '/t͡ʃəɾ.xɑː/', '[t͡ʃəɾ.xäː]']","['/paɾanda/', '/paɾanda/', '/pæɾænde/', '/paɾanda/']",8,4,2.3958333333333335,2.625,20.5,0.6153846153846154,0
327,ताजपोशी,قدر,"['/t̪ɑːd͡ʒ.poː.ʃiː/', '[t̪äːd͡ʒ.poː.ʃiː]']","['/ʔidir/', '/ɡa.dar/', '/ɡi.dir/', '/ɡa.dir/', '/qad(a)ɾ/', '/qad(a)ɾ/', '/ɢæd(æ)ɾ/', '/qad(a)ɾ/', '/ʔi.dir/', '[ˈʔidɪr]', '/ɡi.dir/', '[ˈɡi.dɪr]', '/ʔad.dar/', '[ˈʔad.dar]', '/ɡad.dar/', '[ˈɡad.dar]']",13,3,1.8125,2.0416666666666665,18.25,0.6842105263157895,0
328,ज़ेहन,چیز,"['/d͡ʒə.ɦən/', '[d͡ʒɛ.ɦɛ̃n̪]', '/zə.ɦən/', '[zɛ.ɦɛ̃n̪]']","['[tʃʰiːz]', '/t͡ʃiːz/']",6,3,1.4583333333333335,1.5833333333333333,16.875,0.5833333333333334,0
329,मुतअल्लिक़,متعلق,"['/mʊ.t̪ə.əl.lɪk/', '[mʊ.t̪ə.əl̪.l̪ɪk]', '/mʊ.t̪ə.əl.lɪq/', '[mʊ.t̪ə.əl̪.l̪ɪq]']","['/mutaʔalliq/', '/mʊtaʔallɪq/', '/motæʔælleɢ/', '/mutaʔalliq/']",6,1,1.1875,1.2916666666666667,10.0,0.35294117647058826,1
330,सलाम,سلام,"['/sə.lɑːm/', '[s̪ə.l̪ä̃ːm]', '/sə.lam/']","['/sa.laːm/', '/si.laːm/', '/salɑːm/', '/salɒːm/', '/sælɒːm/', '/salɔːm/', '/sə.laːmə/', '/sə.lɑːm/']",0,0,0.0,0.0,0.0,0.0,1
331,रान,,"['/ɾɑːn/', '[ɾä̃ːn̪]', '/ɾɑːn/']",,7,1,0.20833333333333331,0.2916666666666667,2.75,0.875,0
332,नक़ली,میز,"['/nək.liː/', '[n̪ək.l̪iː]', '/nəq.liː/', '[n̪əq.l̪iː]']","['/meːz~miːz/', '/meːz~miːz/', '/miːz~miːz/', '/mez~miz/']",6,4,1.6041666666666665,1.75,15.625,0.5384615384615384,0
333,अख़बार,اخبار,"['/əkʰ.bɑːɾ/', '[əkʰ.bäːɾ]', '/əx.bɑːɾ/', '[əx.bäːɾ]', '/akʰbaːr/']","['/axbɑːɾ/', '/axbɒːɾ/', '/æxbɒːɾ/', '/axbɔːɾ/', '/əx.bɑːɾ/']",0,0,0.0,0.0,0.0,0.0,1
334,मुअज़्ज़िन,,"['/mʊ.əd͡ʒ.d͡ʒɪn/', '[mʊ.əd̚.d͡ʒɪ̃n̪]', '/mʊ.əz.zɪn/', '[mʊ.əz.zɪ̃n̪]']",,12,5,3.8541666666666665,4.25,31.375,0.9230769230769231,0
335,फ़िरंगी,فرنگی,"['/pʰɪ.ɾəŋ.ɡiː/', '[pʰɪ.ɾə̃ŋ.ɡiː]', '/fɪ.ɾəŋ.ɡiː/', '[fɪ.ɾə̃ŋ.ɡiː]']",['[fæɾæŋˈɡʲiː]'],6,1,0.2916666666666667,0.2916666666666667,3.0,0.4,1
336,लोबिया,,"['/loː.bɪ.jɑː/', '[l̪oː.bi.jäː]']",,14,4,3.1458333333333335,3.5,29.375,1.0,0
337,काबीना,کابینه,"['/kɑː.biː.nɑː/', '[käː.biː.n̪äː]']",['[kʰɒbiˈne]'],8,0,0.24999999999999997,0.24999999999999997,2.5,0.5,1
338,फ़ौज,فوج,"['/pʰɔːd͡ʒ/', '/fɔːd͡ʒ/']","['/fawd͡ʒ/', '/ʔaf.waːd͡ʒ/', '/fawd͡ʒ/', '/fawd͡ʒ/', '/fowd͡ʒ/', '/favd͡ʒ/', '/fɔːd͡ʒ/']",0,0,0.0,0.0,0.0,0.0,1
339,गवाह,عثمان,"['/ɡə.ʋɑːɦ/', '[ɡə.ʋäːɦ]']","['/ʕuθ.maːn/', '/usmɑːn/', '/ʊsmɒːn/', '/osmɒːn/', '/usmɔːn/']",5,3,1.0,1.2083333333333333,18.625,0.45454545454545453,0
340,आबदस्त,ضرور,"['/ɑːb.d̪əst̪/', '[äːb.d̪əs̪t̪]']",['/zə.ɾuːɾ/'],9,4,2.1041666666666665,2.458333333333333,30.75,0.6428571428571429,0
341,संगमरमर,سنگ مرمر,"['/səŋ.ɡməɾ.məɾ/', '[s̪ə̃ŋ.ɡməɾ.məɾ]']","['/sɑŋɡ/', '/seŋɡ/', '/sæŋɡ/', '/sæŋɡ/']",9,6,5.333333333333333,6.083333333333333,44.25,0.5625,1
342,मुहर,مهر,"['/mʊ.ɦəɾ/', '[mɔ.ɦɔɾ]']","['/mahɾ/', '/mahɾ/', '/mɒːɾ/', '/mæhɾ/', '/mahɾ/', '/mihɾ/', '/mɪhɾ/', '/meːɾ/', '/mehɾ/', '/mehɾ/', '/muhɾ/', '/mʊhɾ/', '/moːɾ/', '/mohɾ/', '/mɵːhɾ/']",3,1,0.9375,1.0416666666666667,7.5,0.3,1
343,शहीद,شهید,['/ʃə.ɦiːd̪/'],['[ʃæˈhiːd̪]'],5,0,0.16666666666666666,0.16666666666666666,1.5,0.4166666666666667,1
344,परिंदा,,"['/pə.ɾɪn.d̪ɑː/', '[pə.ɾɪ̃n̪.d̪äː]']",,14,4,3.875,4.375,32.75,0.9333333333333333,0
345,जलवा,مرغ,"['/d͡ʒəl.ʋɑː/', '[d͡ʒəl̪.ʋäː]']","['/mraɣ/', '/muɾɣ/', '/mʊɾɣ/', '/moɾɢ/', '/muɾɣ/']",9,2,1.6041666666666665,1.875,20.375,0.6923076923076923,0
346,मुल्ला,,"['/mʊl.lɑː/', '[mʊl̪.l̪äː]']",,11,3,2.2291666666666665,2.4583333333333335,19.875,1.0,0
347,उर्दू,شمشیر,['/ʊɾ.d̪uː/'],"['[ʃɛm.ˈʃiɾ]', '[ʃim.ˈʃiɾ]', '[ʃim.ˈʃiɾ]', '[ʃæmˈʃeːɾ]', '[ʃæmˈʃiːɾ]']",9,3,2.4375,2.791666666666667,23.125,0.75,0
348,सुक़रात,,"['/sʊk.ɾɑːt̪/', '[s̪ʊk.ɾäːt̪]', '/sʊq.ɾɑːt̪/', '[s̪ʊq.ɾäːt̪]']",,13,4,3.0,3.3749999999999996,27.25,1.0,0
349,मख़मल,,"['/məkʰ.məl/', '[məkʰ.məl̪]', '/məx.məl/', '[məx.məl̪]']",,11,5,3.0416666666666665,3.375,25.25,1.0,0
350,ख़ातून,خاتون,"['/kʰɑː.t̪uːn/', '[kʰäː.t̪ũːn̪]', '/xɑː.t̪uːn/', '[xäː.t̪ũːn̪]']","['/xɑːtuːn/', '/xɒːtuːn/', '/xɒːtuːn/', '/xɔːtun/', '/xɑː.t̪uːn/']",0,0,0.0,0.0,0.0,0.0,1
351,पुदीना,پودنه,['[pʊˈd̪i(ː)n̪a(ː)]'],"['/puːdina/', '/puːdɪna/', '/puːdene/', '/pudina/']",12,0,0.16666666666666666,0.16666666666666666,1.25,0.631578947368421,1
352,तस्वीर,تصویر,"['/t̪əs.ʋiːɾ/', '[t̪əs̪.ʋiːɾ]']","['/taswiːɾ/', '/taswiːɾ/', '/tæsviːɾ/', '/tasviɾ/']",4,0,0.3333333333333333,0.41666666666666663,3.5,0.3076923076923077,1
353,कार,کار,"['/kɑːɾ/', '[käːɾ]', '[kär]', '/kɑː.ɾɐ/', '/ˈkɑː.ɾɐ/']","['/kɑːɾ/', '/kɒːɾ/', '/kɒːɾ/', '/kɔːɾ/']",0,0,0.0,0.0,0.0,0.0,1
354,आवाज़,ضمانت,"['/ɑː.ʋɑːd͡ʒ/', '[äː.ʋäːd͡ʒ]', '/ɑː.ʋɑːz/', '[äː.ʋäːz]']",['/zə.mɑː.nət̪/'],8,4,3.208333333333333,3.5833333333333335,29.0,0.5333333333333333,0
355,तल्ख़ी,شیشه,"['/t̪əl.kʰiː/', '[t̪əl̪.kʰiː]', '/t̪əl.xiː/', '[t̪əl̪.xiː]']","['/ʃiːʃa/', '/ʃiːʃa/', '/ʃiːʃe/', '/ʃiʃa/']",8,2,1.395833333333333,1.4999999999999998,13.125,0.6666666666666666,0
356,ख़मीर,glass,"['/kʰə.miːɾ/', '/xə.miːɾ/']","['/ɡlɑːs/', '/ɡlæs/', '/ɡlas/']",6,3,1.5000000000000002,1.7083333333333333,15.625,0.5454545454545454,0
357,फ़रमान,,"['/pʰəɾ.mɑːn/', '[pʰəɾ.mä̃ːn̪]', '/fəɾ.mɑːn/', '[fəɾ.mä̃ːn̪]']",,11,3,2.770833333333333,3.1666666666666665,23.125,0.9166666666666666,0
358,हादसा,حادثه,"['/ɦɑːd̪.sɑː/', '[ɦäːd̪.s̪äː]']","['/hɑːdisa/', '/hɒːdɪsa/', '/hɒːdese/', '/hɔːdisa/']",5,1,1.0833333333333335,1.2083333333333333,9.0,0.38461538461538464,1
359,अदा,ادا,"['/ə.d̪ɑː/', '[ə.d̪äː]']","['/adɑː/', '/adɒː/', '/ædɒː/', '/adɔː/', '/ə.d̪ɑː/']",0,0,0.0,0.0,0.0,0.0,1
360,रमज़ान,,"['/ɾəm.d͡ʒɑːn/', '[ɾə̃m.d͡ʒä̃ːn̪]', '/ɾəm.zɑːn/', '[ɾə̃m.zä̃ːn̪]']",,11,3,2.7916666666666665,3.1666666666666665,23.125,0.9166666666666666,0
361,आग़ोश,آرزو,"['/ɑː.ɡoːʃ/', '[äː.ɡoːʃ]', '/ɑː.ɣoːʃ/', '[äː.ɣoːʃ]']","['/ɑːɾ(i)zuː/', '/ɒːɾ(ɪ)zuː/', '/ɒːɾ(e)zuː/', '/ɔːɾ(i)zu/', '/ɑːɾ.zuː/']",4,2,1.0625,1.2916666666666665,14.375,0.36363636363636365,0
362,मुर्ग़ा,,"['/mʊɾ.ɡɑː/', '[mʊɾ.ɡäː]', '/mʊɾ.ɣɑː/', '[mʊɾ.ɣäː]']",,11,3,2.25,2.5833333333333335,20.375,1.0,0
363,रौशनी,,"['/ɾɔːʃ.niː/', '[ɾɔːʃ.n̪iː]']",,11,3,2.1875,2.4583333333333335,19.25,0.9166666666666666,0
364,दर,ـانه,['/d̪əɾ/'],"['/ɑːna/', '/ɒːna/', '/ɒːne/', '/ɔːna/']",4,3,0.9791666666666665,1.25,18.0,0.5,0
365,क़द्र,جنون,"['/kəd̪.ɾᵊ/', '/qəd̪.ɾᵊ/']",['/dʒonuːn/'],7,5,2.3749999999999996,2.6666666666666665,22.375,0.6363636363636364,0
366,सौगंद,,"['/sɔː.ɡənd̪/', '[s̪ɔː.ɡə̃n̪d̪]']",,12,4,3.0,3.291666666666667,26.75,0.9230769230769231,0
367,नसीहत,امرود,"['/nə.siː.ɦət̪/', '[n̪ə.s̪iː.ɦət̪]']",['/əm.ɾuːd̪/'],8,3,2.5208333333333335,2.8333333333333335,24.0,0.5333333333333333,0
368,दाख़िल,آینده,"['/d̪ɑː.kʰɪl/', '[d̪äː.kʰɪl̪]', '/d̪ɑː.xɪl/', '[d̪äː.xɪl̪]']","['/ɑːjanda/', '/ɒːjanda/', '/ɒːjænde/', '/ɔːjanda/']",7,5,2.0625,2.3333333333333335,29.75,0.5384615384615384,0
369,मिसाल,,"['/mɪ.sɑːl/', '[mɪ.s̪äːl̪]']",,11,3,2.083333333333333,2.2916666666666665,17.875,1.0,0
370,जहान,جهان,"['/d͡ʒə.ɦɑːn/', '[d͡ʒə.ɦä̃ːn̪]']","['/d͡ʒahɑːn/', '/d͡ʒahɒːn/', '/d͡ʒæhɒːn/', '/d͡ʒahɔːn/']",3,0,0.16666666666666666,0.16666666666666666,1.5,0.23076923076923078,1
371,काफ़ी,کافی,"['/kɑː.pʰiː/', '[käː.pʰiː]', '/kɑː.fiː/', '[käː.fiː]']","['/kɑːfiː/', '/kɒːfiː/', '/kɒːfiː/', '/kɔːfiː/']",1,0,0.0,0.0,0.0,0.09090909090909091,1
372,तक़सीम,درگاه,"['/t̪ək.siːm/', '[t̪ək.s̪ĩːm]', '/t̪əq.siːm/', '[t̪əq.s̪ĩːm]']","['/dæɾˈɡɒːh/', '/dæɾˈɡɒːh/', '[dæɾˈɡɒː(h)]']",8,3,1.1666666666666665,1.2916666666666667,15.25,0.6153846153846154,0
373,पनीर,پنیر,"['/pə.niːɾ/', '[pə.n̪iːɾ]']","['/paniːɾ/', '/paniːɾ/', '/pæniːɾ/', '/paniɾ/']",2,0,0.125,0.125,1.25,0.18181818181818182,1
374,सिलसिला,,"['/sɪl.sɪ.lɑː/', '[s̪ɪl̪.s̪ɪ.l̪äː]']",,14,5,3.9791666666666665,4.375,34.25,1.0,0
375,दरवेश,درویش,['/d̪əɾ.ʋeːʃ/'],"['/daɾweːʃ/', '/daɾweːʃ/', '/dæɾviːʃ/', '/daɾveʃ/']",4,0,0.3333333333333333,0.41666666666666663,3.5,0.3076923076923077,1
376,शक,शक,"['/ʃək/', '/ɕɐ.kɐ/', '/ˈɕɐ.kɐ/']","['/ʃək/', '/ɕɐ.kɐ/', '/ˈɕɐ.kɐ/']",0,0,0.0,0.0,0.0,0.0,1
